time	V(n001)
9.181905804777688e-002	1.638375e+001
9.191671429777687e-002	1.639370e+001
9.201437054777686e-002	1.640080e+001
9.211202679777686e-002	1.640545e+001
9.220968304777685e-002	1.640810e+001
9.230733929777685e-002	1.640922e+001
9.240499554777684e-002	1.640924e+001
9.250265179777684e-002	1.640855e+001
9.256972806890348e-002	1.640779e+001
9.262972711292297e-002	1.640697e+001
9.268542231993626e-002	1.640615e+001
9.273742691787994e-002	1.640533e+001
9.278622241094209e-002	1.640454e+001
9.283257637656071e-002	1.640378e+001
9.287666980218801e-002	1.640304e+001
9.292299306137186e-002	1.640227e+001
9.296534716271024e-002	1.640155e+001
9.300820489901354e-002	1.640083e+001
9.305277794280635e-002	1.640007e+001
9.310580361313095e-002	1.639917e+001
9.316544847020229e-002	1.639816e+001
9.323980937973662e-002	1.639690e+001
9.333383385218518e-002	1.639530e+001
9.343149010218517e-002	1.639364e+001
9.352914635218516e-002	1.639198e+001
9.362680260218516e-002	1.639032e+001
9.372445885218515e-002	1.638866e+001
9.382211510218515e-002	1.638701e+001
9.391977135218514e-002	1.638535e+001
9.401742760218514e-002	1.638369e+001
9.411508385218513e-002	1.638203e+001
9.421274010218513e-002	1.638037e+001
9.431039635218512e-002	1.637872e+001
9.440805260218511e-002	1.637706e+001
9.450570885218511e-002	1.637540e+001
9.470102135218510e-002	1.637209e+001
9.489633385218509e-002	1.636877e+001
9.509164635218508e-002	1.636546e+001
9.538461510218506e-002	1.636049e+001
9.567758385218504e-002	1.635553e+001
9.601240528075646e-002	1.634985e+001
9.634722670932785e-002	1.634418e+001
9.668204813789927e-002	1.633851e+001
9.701686956647068e-002	1.633284e+001
9.735169099504210e-002	1.632718e+001
9.768651242361350e-002	1.632151e+001
9.802133385218491e-002	1.631585e+001
9.828640081647061e-002	1.631137e+001
9.855146778075631e-002	1.630689e+001
9.881653474504201e-002	1.630241e+001
9.908160170932770e-002	1.629794e+001
9.934666867361340e-002	1.629346e+001
9.961173563789910e-002	1.628899e+001
9.987680260218480e-002	1.628451e+001
9.997445885218480e-002	1.628286e+001
1.000000000000000e-001	1.628243e+001
